감정명,문장 예시
피곤함,하루 종일 창밖만 멍하니 바라봤어.
피곤함,핸드폰만 들여다보면서 시간을 보냈어.
지침,지침이 너무 심해서 일도 못 하겠어.
지침,진심으로 지침이 나를 갉아먹는 느낌이야.
지침,자고 일어나도 지침은 그대로야.
지침,지금 이 상태가 지침인 건가 싶어.
지침,자꾸 지침에 잠식당하는 기분이야.
지침,지침이 너무 심해서 사람 만나기도 싫어.
지침,요즘 진짜 지침 때문에 아무것도 손에 안 잡혀.
지침,지침 때문에 밥맛도 없고 잠도 안 와.
지침,무슨 일이 있어도 지침은 좀처럼 사라지지 않아.
지침,가끔은 지침 없이 살고 싶다는 생각이 들어.
지침,하루 종일 기운이 없었어.
지침,별일 없는데 자꾸 가라앉는 기분이 들어.
지침,누가 뭐라고 한 것도 아닌데 속이 답답했어.
지침,그냥 이유 없이 지치고 힘들었어.
지침,"내가 왜 이러는지 모르겠어, 그냥 힘들어."
지침,대화를 해도 마음이 공허했어.
지침,마음이 복잡하고 어지러워.
지침,괜히 눈물이 날 것 같은 하루였어.
지침,일상에 집중이 안 되고 멍했어.
지침,혼자 있으면 쓸쓸함이 밀려와.
지침,누워서 천장만 바라보며 시간을 보냈어.
지침,하루 종일 창밖만 멍하니 바라봤어.
지침,거울 속 내 모습이 낯설게 느껴졌어.
지침,핸드폰만 들여다보면서 시간을 보냈어.
지침,하루 종일 방 안에서 조용히 있었어.
지침,밥도 거르고 그냥 멍하니 있었어.
지침,오늘 아무것도 하지 않고 침대에만 누워 있었어.
지침,샤워할 기운조차 없었어.
지침,집안일 하나도 못 하고 시간을 흘려보냈어.
지침,친구한테 답장할 힘도 없었어.
허탈감,자고 일어나도 허탈감은 그대로야.
허탈감,사람들이 모를 뿐이지 나 진짜 허탈감해.
허탈감,허탈감을(를) 이겨내고 싶은데 쉽지가 않아.
허탈감,말은 못 했지만 속으로는 계속 허탈감하고 있었어.
허탈감,가끔은 허탈감 없이 살고 싶다는 생각이 들어.
허탈감,나 요즘 허탈감이 너무 심해서 병원 가볼까 고민 중이야.
허탈감,허탈감이 너무 심해서 사람 만나기도 싫어.
허탈감,요즘 진짜 허탈감 때문에 아무것도 손에 안 잡혀.
허탈감,계속 허탈감이 느껴져서 하루 종일 우울했어.
허탈감,허탈감이 괴로워서 아무 말도 하기 싫어.
허탈감,괜히 눈물이 날 것 같은 하루였어.
허탈감,혼자 있으면 쓸쓸함이 밀려와.
허탈감,그냥 이유 없이 지치고 힘들었어.
허탈감,일상에 집중이 안 되고 멍했어.
허탈감,별일 없는데 자꾸 가라앉는 기분이 들어.
허탈감,누가 뭐라고 한 것도 아닌데 속이 답답했어.
허탈감,하루 종일 기운이 없었어.
허탈감,마음이 복잡하고 어지러워.
허탈감,대화를 해도 마음이 공허했어.
허탈감,"내가 왜 이러는지 모르겠어, 그냥 힘들어."
허탈감,누워서 천장만 바라보며 시간을 보냈어.
허탈감,핸드폰만 들여다보면서 시간을 보냈어.
허탈감,오늘 아무것도 하지 않고 침대에만 누워 있었어.
허탈감,하루 종일 방 안에서 조용히 있었어.
허탈감,하루 종일 창밖만 멍하니 바라봤어.
허탈감,밥도 거르고 그냥 멍하니 있었어.
허탈감,거울 속 내 모습이 낯설게 느껴졌어.
허탈감,샤워할 기운조차 없었어.
허탈감,친구한테 답장할 힘도 없었어.
허탈감,집안일 하나도 못 하고 시간을 흘려보냈어.
혼란,혼란이 쌓이고 쌓여서 이제는 무뎌진 것 같아.
혼란,진심으로 혼란이 나를 갉아먹는 느낌이야.
혼란,혼란이라는 감정을 어떻게 표현해야 할지 모르겠어.
혼란,괜찮다고 말하면서도 계속 혼란이 따라다녀.
혼란,혼란이라는 감정을 이렇게 오래 느낀 건 처음이야.
혼란,혼란이 괴로워서 아무 말도 하기 싫어.
혼란,이런 혼란이 계속되면 무너질 것 같아.
혼란,솔직히 말해서 나 지금 혼란 때문에 힘들어.
혼란,무슨 일이 있어도 혼란은 좀처럼 사라지지 않아.
혼란,요즘 진짜 혼란 때문에 아무것도 손에 안 잡혀.
혼란,누가 뭐라고 한 것도 아닌데 속이 답답했어.
혼란,일상에 집중이 안 되고 멍했어.
혼란,하루 종일 기운이 없었어.
혼란,대화를 해도 마음이 공허했어.
혼란,"내가 왜 이러는지 모르겠어, 그냥 힘들어."
혼란,괜히 눈물이 날 것 같은 하루였어.
혼란,혼자 있으면 쓸쓸함이 밀려와.
혼란,별일 없는데 자꾸 가라앉는 기분이 들어.
혼란,마음이 복잡하고 어지러워.
혼란,그냥 이유 없이 지치고 힘들었어.
혼란,하루 종일 창밖만 멍하니 바라봤어.
혼란,친구한테 답장할 힘도 없었어.
혼란,핸드폰만 들여다보면서 시간을 보냈어.
혼란,하루 종일 방 안에서 조용히 있었어.
혼란,집안일 하나도 못 하고 시간을 흘려보냈어.
혼란,밥도 거르고 그냥 멍하니 있었어.
혼란,샤워할 기운조차 없었어.
혼란,거울 속 내 모습이 낯설게 느껴졌어.
혼란,누워서 천장만 바라보며 시간을 보냈어.
혼란,오늘 아무것도 하지 않고 침대에만 누워 있었어.
당황,당황이라는 감정을 이렇게 오래 느낀 건 처음이야.
당황,솔직히 말해서 나 지금 당황 때문에 힘들어.
당황,겉으로는 멀쩡해 보여도 속은 완전 당황이야.
당황,사람들이 모를 뿐이지 나 진짜 당황해.
당황,지금 이 상태가 당황인 건가 싶어.
당황,당황을(를) 이겨내고 싶은데 쉽지가 않아.
당황,하루 종일 당황 생각뿐이었어.
당황,가끔은 당황 없이 살고 싶다는 생각이 들어.
당황,당황이 내 일상 전부를 잠식하고 있어.
당황,이런 당황이 계속되면 무너질 것 같아.
당황,하루 종일 기운이 없었어.
당황,괜히 눈물이 날 것 같은 하루였어.
당황,"내가 왜 이러는지 모르겠어, 그냥 힘들어."
당황,대화를 해도 마음이 공허했어.
당황,마음이 복잡하고 어지러워.
당황,별일 없는데 자꾸 가라앉는 기분이 들어.
당황,그냥 이유 없이 지치고 힘들었어.
당황,일상에 집중이 안 되고 멍했어.
당황,혼자 있으면 쓸쓸함이 밀려와.
당황,누가 뭐라고 한 것도 아닌데 속이 답답했어.
당황,샤워할 기운조차 없었어.
당황,누워서 천장만 바라보며 시간을 보냈어.
당황,하루 종일 방 안에서 조용히 있었어.
당황,친구한테 답장할 힘도 없었어.
당황,밥도 거르고 그냥 멍하니 있었어.
당황,집안일 하나도 못 하고 시간을 흘려보냈어.
당황,거울 속 내 모습이 낯설게 느껴졌어.
당황,핸드폰만 들여다보면서 시간을 보냈어.
당황,하루 종일 창밖만 멍하니 바라봤어.
당황,오늘 아무것도 하지 않고 침대에만 누워 있었어.
상실감,진심으로 상실감이 나를 갉아먹는 느낌이야.
상실감,상실감 때문에 밥맛도 없고 잠도 안 와.
상실감,겉으로는 멀쩡해 보여도 속은 완전 상실감이야.
상실감,말은 못 했지만 속으로는 계속 상실감하고 있었어.
상실감,사람들이 모를 뿐이지 나 진짜 상실감해.
상실감,상실감이 너무 심해서 사람 만나기도 싫어.
상실감,상실감을(를) 이겨내고 싶은데 쉽지가 않아.
상실감,상실감 때문에 웃는 게 어색해졌어.
상실감,하루 종일 상실감 생각뿐이었어.
상실감,상실감이 쌓이고 쌓여서 이제는 무뎌진 것 같아.
상실감,그냥 이유 없이 지치고 힘들었어.
상실감,혼자 있으면 쓸쓸함이 밀려와.
상실감,별일 없는데 자꾸 가라앉는 기분이 들어.
상실감,"내가 왜 이러는지 모르겠어, 그냥 힘들어."
상실감,대화를 해도 마음이 공허했어.
상실감,하루 종일 기운이 없었어.
상실감,일상에 집중이 안 되고 멍했어.
상실감,괜히 눈물이 날 것 같은 하루였어.
상실감,마음이 복잡하고 어지러워.
상실감,누가 뭐라고 한 것도 아닌데 속이 답답했어.
상실감,핸드폰만 들여다보면서 시간을 보냈어.
상실감,하루 종일 방 안에서 조용히 있었어.
상실감,샤워할 기운조차 없었어.
상실감,누워서 천장만 바라보며 시간을 보냈어.
상실감,하루 종일 창밖만 멍하니 바라봤어.
상실감,집안일 하나도 못 하고 시간을 흘려보냈어.
상실감,거울 속 내 모습이 낯설게 느껴졌어.
상실감,밥도 거르고 그냥 멍하니 있었어.
상실감,오늘 아무것도 하지 않고 침대에만 누워 있었어.
상실감,친구한테 답장할 힘도 없었어.
소외감,말은 못 했지만 속으로는 계속 소외감하고 있었어.
소외감,사람들이 모를 뿐이지 나 진짜 소외감해.
소외감,계속 소외감이 느껴져서 하루 종일 우울했어.
소외감,하루 종일 소외감 생각뿐이었어.
소외감,진심으로 소외감이 나를 갉아먹는 느낌이야.
소외감,소외감이라는 감정을 이렇게 오래 느낀 건 처음이야.
소외감,그냥 멍하게 있다 보면 소외감이 밀려와.
소외감,소외감이 너무 심해서 일도 못 하겠어.
소외감,소외감이 너무 심해서 사람 만나기도 싫어.
소외감,솔직히 말해서 나 지금 소외감 때문에 힘들어.
소외감,대화를 해도 마음이 공허했어.
소외감,하루 종일 기운이 없었어.
소외감,별일 없는데 자꾸 가라앉는 기분이 들어.
소외감,그냥 이유 없이 지치고 힘들었어.
소외감,괜히 눈물이 날 것 같은 하루였어.
소외감,일상에 집중이 안 되고 멍했어.
소외감,마음이 복잡하고 어지러워.
소외감,혼자 있으면 쓸쓸함이 밀려와.
소외감,누가 뭐라고 한 것도 아닌데 속이 답답했어.
소외감,"내가 왜 이러는지 모르겠어, 그냥 힘들어."
소외감,샤워할 기운조차 없었어.
소외감,하루 종일 창밖만 멍하니 바라봤어.
소외감,거울 속 내 모습이 낯설게 느껴졌어.
소외감,집안일 하나도 못 하고 시간을 흘려보냈어.
소외감,밥도 거르고 그냥 멍하니 있었어.
소외감,친구한테 답장할 힘도 없었어.
소외감,누워서 천장만 바라보며 시간을 보냈어.
소외감,오늘 아무것도 하지 않고 침대에만 누워 있었어.
소외감,핸드폰만 들여다보면서 시간을 보냈어.
소외감,하루 종일 방 안에서 조용히 있었어.
혼동,혼동이 쌓이고 쌓여서 이제는 무뎌진 것 같아.
혼동,하루 종일 혼동 생각뿐이었어.
혼동,혼동을(를) 이겨내고 싶은데 쉽지가 않아.
혼동,"말없이 눈물만 나, 아마 혼동 때문일 거야."
혼동,혼동이 내 일상 전부를 잠식하고 있어.
혼동,그냥 멍하게 있다 보면 혼동이 밀려와.
혼동,나 요즘 혼동이 너무 심해서 병원 가볼까 고민 중이야.
혼동,혼동 때문에 웃는 게 어색해졌어.
혼동,괜찮다고 말하면서도 계속 혼동이 따라다녀.
혼동,말은 못 했지만 속으로는 계속 혼동하고 있었어.
혼동,"내가 왜 이러는지 모르겠어, 그냥 힘들어."
혼동,그냥 이유 없이 지치고 힘들었어.
혼동,별일 없는데 자꾸 가라앉는 기분이 들어.
혼동,누가 뭐라고 한 것도 아닌데 속이 답답했어.
혼동,하루 종일 기운이 없었어.
혼동,대화를 해도 마음이 공허했어.
혼동,일상에 집중이 안 되고 멍했어.
혼동,마음이 복잡하고 어지러워.
혼동,괜히 눈물이 날 것 같은 하루였어.
혼동,혼자 있으면 쓸쓸함이 밀려와.
혼동,집안일 하나도 못 하고 시간을 흘려보냈어.
혼동,하루 종일 창밖만 멍하니 바라봤어.
혼동,핸드폰만 들여다보면서 시간을 보냈어.
혼동,오늘 아무것도 하지 않고 침대에만 누워 있었어.
혼동,거울 속 내 모습이 낯설게 느껴졌어.
혼동,샤워할 기운조차 없었어.
혼동,누워서 천장만 바라보며 시간을 보냈어.
혼동,친구한테 답장할 힘도 없었어.
혼동,하루 종일 방 안에서 조용히 있었어.
혼동,밥도 거르고 그냥 멍하니 있었어.
감정과부하,감정과부하이 너무 심해서 사람 만나기도 싫어.
감정과부하,하루 종일 감정과부하 생각뿐이었어.
감정과부하,그냥 멍하게 있다 보면 감정과부하이 밀려와.
감정과부하,"말없이 눈물만 나, 아마 감정과부하 때문일 거야."
감정과부하,겉으로는 멀쩡해 보여도 속은 완전 감정과부하이야.
감정과부하,감정과부하 때문에 웃는 게 어색해졌어.
감정과부하,사람들이 모를 뿐이지 나 진짜 감정과부하해.
감정과부하,요즘 진짜 감정과부하 때문에 아무것도 손에 안 잡혀.
감정과부하,나 요즘 감정과부하이 너무 심해서 병원 가볼까 고민 중이야.
감정과부하,감정과부하이 괴로워서 아무 말도 하기 싫어.
감정과부하,그냥 이유 없이 지치고 힘들었어.
감정과부하,괜히 눈물이 날 것 같은 하루였어.
감정과부하,일상에 집중이 안 되고 멍했어.
감정과부하,"내가 왜 이러는지 모르겠어, 그냥 힘들어."
감정과부하,대화를 해도 마음이 공허했어.
감정과부하,마음이 복잡하고 어지러워.
감정과부하,누가 뭐라고 한 것도 아닌데 속이 답답했어.
감정과부하,하루 종일 기운이 없었어.
감정과부하,혼자 있으면 쓸쓸함이 밀려와.
감정과부하,별일 없는데 자꾸 가라앉는 기분이 들어.
감정과부하,누워서 천장만 바라보며 시간을 보냈어.
감정과부하,집안일 하나도 못 하고 시간을 흘려보냈어.
감정과부하,샤워할 기운조차 없었어.
감정과부하,친구한테 답장할 힘도 없었어.
감정과부하,오늘 아무것도 하지 않고 침대에만 누워 있었어.
감정과부하,밥도 거르고 그냥 멍하니 있었어.
감정과부하,거울 속 내 모습이 낯설게 느껴졌어.
감정과부하,하루 종일 창밖만 멍하니 바라봤어.
감정과부하,하루 종일 방 안에서 조용히 있었어.
감정과부하,핸드폰만 들여다보면서 시간을 보냈어.
감정억제,말은 못 했지만 속으로는 계속 감정억제하고 있었어.
감정억제,솔직히 말해서 나 지금 감정억제 때문에 힘들어.
감정억제,감정억제이라는 감정을 어떻게 표현해야 할지 모르겠어.
감정억제,계속 감정억제이 느껴져서 하루 종일 우울했어.
감정억제,나 요즘 감정억제이 너무 심해서 병원 가볼까 고민 중이야.
감정억제,감정억제이라는 감정을 이렇게 오래 느낀 건 처음이야.
감정억제,감정억제 때문에 웃는 게 어색해졌어.
감정억제,감정억제이 너무 심해서 일도 못 하겠어.
감정억제,감정억제이 쌓이고 쌓여서 이제는 무뎌진 것 같아.
감정억제,이런 감정억제이 계속되면 무너질 것 같아.
감정억제,별일 없는데 자꾸 가라앉는 기분이 들어.
감정억제,대화를 해도 마음이 공허했어.
감정억제,일상에 집중이 안 되고 멍했어.
감정억제,"내가 왜 이러는지 모르겠어, 그냥 힘들어."
감정억제,마음이 복잡하고 어지러워.
감정억제,그냥 이유 없이 지치고 힘들었어.
감정억제,누가 뭐라고 한 것도 아닌데 속이 답답했어.
감정억제,괜히 눈물이 날 것 같은 하루였어.
감정억제,혼자 있으면 쓸쓸함이 밀려와.
감정억제,하루 종일 기운이 없었어.
감정억제,친구한테 답장할 힘도 없었어.
감정억제,샤워할 기운조차 없었어.
감정억제,집안일 하나도 못 하고 시간을 흘려보냈어.
감정억제,밥도 거르고 그냥 멍하니 있었어.
감정억제,누워서 천장만 바라보며 시간을 보냈어.
감정억제,거울 속 내 모습이 낯설게 느껴졌어.
감정억제,하루 종일 방 안에서 조용히 있었어.
감정억제,하루 종일 창밖만 멍하니 바라봤어.
감정억제,핸드폰만 들여다보면서 시간을 보냈어.
감정억제,오늘 아무것도 하지 않고 침대에만 누워 있었어.
피하고 싶음,무슨 일이 있어도 피하고 싶음은 좀처럼 사라지지 않아.
피하고 싶음,피하고 싶음이 내 일상 전부를 잠식하고 있어.
피하고 싶음,진심으로 피하고 싶음이 나를 갉아먹는 느낌이야.
피하고 싶음,피하고 싶음이 너무 심해서 일도 못 하겠어.
피하고 싶음,계속 피하고 싶음이 느껴져서 하루 종일 우울했어.
피하고 싶음,피하고 싶음이라는 감정을 어떻게 표현해야 할지 모르겠어.
피하고 싶음,피하고 싶음을(를) 이겨내고 싶은데 쉽지가 않아.
피하고 싶음,나 요즘 피하고 싶음이 너무 심해서 병원 가볼까 고민 중이야.
피하고 싶음,"그냥 피하고 싶음한 하루였어, 특별한 일도 없는데."
피하고 싶음,자고 일어나도 피하고 싶음은 그대로야.
피하고 싶음,마음이 복잡하고 어지러워.
피하고 싶음,일상에 집중이 안 되고 멍했어.
피하고 싶음,하루 종일 기운이 없었어.
피하고 싶음,누가 뭐라고 한 것도 아닌데 속이 답답했어.
피하고 싶음,혼자 있으면 쓸쓸함이 밀려와.
피하고 싶음,괜히 눈물이 날 것 같은 하루였어.
피하고 싶음,"내가 왜 이러는지 모르겠어, 그냥 힘들어."
피하고 싶음,대화를 해도 마음이 공허했어.
피하고 싶음,별일 없는데 자꾸 가라앉는 기분이 들어.
피하고 싶음,그냥 이유 없이 지치고 힘들었어.
피하고 싶음,샤워할 기운조차 없었어.
피하고 싶음,오늘 아무것도 하지 않고 침대에만 누워 있었어.
피하고 싶음,하루 종일 방 안에서 조용히 있었어.
피하고 싶음,거울 속 내 모습이 낯설게 느껴졌어.
피하고 싶음,누워서 천장만 바라보며 시간을 보냈어.
피하고 싶음,밥도 거르고 그냥 멍하니 있었어.
피하고 싶음,하루 종일 창밖만 멍하니 바라봤어.
피하고 싶음,핸드폰만 들여다보면서 시간을 보냈어.
피하고 싶음,집안일 하나도 못 하고 시간을 흘려보냈어.
피하고 싶음,친구한테 답장할 힘도 없었어.
민망함,민망함이 너무 심해서 사람 만나기도 싫어.
민망함,민망함이라는 감정을 어떻게 표현해야 할지 모르겠어.
민망함,겉으로는 멀쩡해 보여도 속은 완전 민망함이야.
민망함,솔직히 말해서 나 지금 민망함 때문에 힘들어.
민망함,민망함이 괴로워서 아무 말도 하기 싫어.
민망함,민망함을(를) 이겨내고 싶은데 쉽지가 않아.
민망함,민망함이라는 감정을 이렇게 오래 느낀 건 처음이야.
민망함,"왜 이렇게 민망함하지, 나도 모르겠어."
민망함,민망함 때문에 밥맛도 없고 잠도 안 와.
민망함,민망함이 너무 심해서 일도 못 하겠어.
민망함,누가 뭐라고 한 것도 아닌데 속이 답답했어.
민망함,마음이 복잡하고 어지러워.
민망함,"내가 왜 이러는지 모르겠어, 그냥 힘들어."
민망함,일상에 집중이 안 되고 멍했어.
민망함,그냥 이유 없이 지치고 힘들었어.
민망함,별일 없는데 자꾸 가라앉는 기분이 들어.
민망함,혼자 있으면 쓸쓸함이 밀려와.
민망함,괜히 눈물이 날 것 같은 하루였어.
민망함,대화를 해도 마음이 공허했어.
민망함,하루 종일 기운이 없었어.
민망함,오늘 아무것도 하지 않고 침대에만 누워 있었어.
민망함,밥도 거르고 그냥 멍하니 있었어.
민망함,누워서 천장만 바라보며 시간을 보냈어.
민망함,거울 속 내 모습이 낯설게 느껴졌어.
민망함,하루 종일 창밖만 멍하니 바라봤어.
민망함,하루 종일 방 안에서 조용히 있었어.
민망함,친구한테 답장할 힘도 없었어.
민망함,샤워할 기운조차 없었어.
민망함,집안일 하나도 못 하고 시간을 흘려보냈어.
민망함,핸드폰만 들여다보면서 시간을 보냈어.
배신감,솔직히 말해서 나 지금 배신감 때문에 힘들어.
배신감,가끔은 배신감 없이 살고 싶다는 생각이 들어.
배신감,무슨 일이 있어도 배신감은 좀처럼 사라지지 않아.
배신감,자꾸 배신감에 잠식당하는 기분이야.
배신감,배신감이라는 감정을 어떻게 표현해야 할지 모르겠어.
배신감,배신감 때문에 밥맛도 없고 잠도 안 와.
배신감,배신감이 너무 심해서 사람 만나기도 싫어.
배신감,배신감이 너무 심해서 일도 못 하겠어.
배신감,배신감이 내 일상 전부를 잠식하고 있어.
배신감,겉으로는 멀쩡해 보여도 속은 완전 배신감이야.
배신감,누가 뭐라고 한 것도 아닌데 속이 답답했어.
배신감,일상에 집중이 안 되고 멍했어.
배신감,혼자 있으면 쓸쓸함이 밀려와.
배신감,하루 종일 기운이 없었어.
배신감,"내가 왜 이러는지 모르겠어, 그냥 힘들어."
배신감,별일 없는데 자꾸 가라앉는 기분이 들어.
배신감,괜히 눈물이 날 것 같은 하루였어.
배신감,그냥 이유 없이 지치고 힘들었어.
배신감,마음이 복잡하고 어지러워.
배신감,대화를 해도 마음이 공허했어.
배신감,친구한테 답장할 힘도 없었어.
배신감,누워서 천장만 바라보며 시간을 보냈어.
배신감,밥도 거르고 그냥 멍하니 있었어.
배신감,집안일 하나도 못 하고 시간을 흘려보냈어.
배신감,핸드폰만 들여다보면서 시간을 보냈어.
배신감,오늘 아무것도 하지 않고 침대에만 누워 있었어.
배신감,거울 속 내 모습이 낯설게 느껴졌어.
배신감,하루 종일 창밖만 멍하니 바라봤어.
배신감,샤워할 기운조차 없었어.
배신감,하루 종일 방 안에서 조용히 있었어.
무의욕,그냥 멍하게 있다 보면 무의욕이 밀려와.
무의욕,무의욕이 내 일상 전부를 잠식하고 있어.
무의욕,자고 일어나도 무의욕은 그대로야.
무의욕,지금 이 상태가 무의욕인 건가 싶어.
무의욕,무의욕이라는 감정을 어떻게 표현해야 할지 모르겠어.
무의욕,요즘 진짜 무의욕 때문에 아무것도 손에 안 잡혀.
무의욕,무의욕을(를) 이겨내고 싶은데 쉽지가 않아.
무의욕,무의욕 때문에 웃는 게 어색해졌어.
무의욕,"그냥 무의욕한 하루였어, 특별한 일도 없는데."
무의욕,사람들이 모를 뿐이지 나 진짜 무의욕해.
무의욕,누가 뭐라고 한 것도 아닌데 속이 답답했어.
무의욕,"내가 왜 이러는지 모르겠어, 그냥 힘들어."
무의욕,하루 종일 기운이 없었어.
무의욕,괜히 눈물이 날 것 같은 하루였어.
무의욕,혼자 있으면 쓸쓸함이 밀려와.
무의욕,일상에 집중이 안 되고 멍했어.
무의욕,대화를 해도 마음이 공허했어.
무의욕,그냥 이유 없이 지치고 힘들었어.
무의욕,별일 없는데 자꾸 가라앉는 기분이 들어.
무의욕,마음이 복잡하고 어지러워.
무의욕,샤워할 기운조차 없었어.
무의욕,오늘 아무것도 하지 않고 침대에만 누워 있었어.
무의욕,집안일 하나도 못 하고 시간을 흘려보냈어.
무의욕,하루 종일 방 안에서 조용히 있었어.
무의욕,하루 종일 창밖만 멍하니 바라봤어.
무의욕,핸드폰만 들여다보면서 시간을 보냈어.
무의욕,누워서 천장만 바라보며 시간을 보냈어.
무의욕,거울 속 내 모습이 낯설게 느껴졌어.
무의욕,친구한테 답장할 힘도 없었어.
무의욕,밥도 거르고 그냥 멍하니 있었어.
무감정,진심으로 무감정이 나를 갉아먹는 느낌이야.
무감정,말은 못 했지만 속으로는 계속 무감정하고 있었어.
무감정,"왜 이렇게 무감정하지, 나도 모르겠어."
무감정,이런 무감정이 계속되면 무너질 것 같아.
무감정,사람들이 모를 뿐이지 나 진짜 무감정해.
무감정,무슨 일이 있어도 무감정은 좀처럼 사라지지 않아.
무감정,괜찮다고 말하면서도 계속 무감정이 따라다녀.
무감정,무감정이라는 감정을 어떻게 표현해야 할지 모르겠어.
무감정,무감정이라는 감정을 이렇게 오래 느낀 건 처음이야.
무감정,지금 이 상태가 무감정인 건가 싶어.
무감정,그냥 이유 없이 지치고 힘들었어.
무감정,별일 없는데 자꾸 가라앉는 기분이 들어.
무감정,대화를 해도 마음이 공허했어.
무감정,괜히 눈물이 날 것 같은 하루였어.
무감정,혼자 있으면 쓸쓸함이 밀려와.
무감정,"내가 왜 이러는지 모르겠어, 그냥 힘들어."
무감정,누가 뭐라고 한 것도 아닌데 속이 답답했어.
무감정,일상에 집중이 안 되고 멍했어.
무감정,하루 종일 기운이 없었어.
무감정,마음이 복잡하고 어지러워.
무감정,집안일 하나도 못 하고 시간을 흘려보냈어.
무감정,누워서 천장만 바라보며 시간을 보냈어.
무감정,하루 종일 방 안에서 조용히 있었어.
무감정,친구한테 답장할 힘도 없었어.
무감정,핸드폰만 들여다보면서 시간을 보냈어.
무감정,밥도 거르고 그냥 멍하니 있었어.
무감정,샤워할 기운조차 없었어.
무감정,거울 속 내 모습이 낯설게 느껴졌어.
무감정,하루 종일 창밖만 멍하니 바라봤어.
무감정,오늘 아무것도 하지 않고 침대에만 누워 있었어.
무시당함,하루 종일 무시당함 생각뿐이었어.
무시당함,무시당함이라는 감정을 어떻게 표현해야 할지 모르겠어.
무시당함,자꾸 무시당함에 잠식당하는 기분이야.
무시당함,지금 이 상태가 무시당함인 건가 싶어.
무시당함,"그냥 무시당함한 하루였어, 특별한 일도 없는데."
무시당함,괜찮다고 말하면서도 계속 무시당함이 따라다녀.
무시당함,무시당함 때문에 웃는 게 어색해졌어.
무시당함,겉으로는 멀쩡해 보여도 속은 완전 무시당함이야.
무시당함,말은 못 했지만 속으로는 계속 무시당함하고 있었어.
무시당함,"왜 이렇게 무시당함하지, 나도 모르겠어."
무시당함,"내가 왜 이러는지 모르겠어, 그냥 힘들어."
무시당함,괜히 눈물이 날 것 같은 하루였어.
무시당함,별일 없는데 자꾸 가라앉는 기분이 들어.
무시당함,혼자 있으면 쓸쓸함이 밀려와.
무시당함,하루 종일 기운이 없었어.
무시당함,그냥 이유 없이 지치고 힘들었어.
무시당함,대화를 해도 마음이 공허했어.
무시당함,마음이 복잡하고 어지러워.
무시당함,누가 뭐라고 한 것도 아닌데 속이 답답했어.
무시당함,일상에 집중이 안 되고 멍했어.
무시당함,친구한테 답장할 힘도 없었어.
무시당함,오늘 아무것도 하지 않고 침대에만 누워 있었어.
무시당함,핸드폰만 들여다보면서 시간을 보냈어.
무시당함,거울 속 내 모습이 낯설게 느껴졌어.
무시당함,하루 종일 방 안에서 조용히 있었어.
무시당함,샤워할 기운조차 없었어.
무시당함,집안일 하나도 못 하고 시간을 흘려보냈어.
무시당함,밥도 거르고 그냥 멍하니 있었어.
무시당함,하루 종일 창밖만 멍하니 바라봤어.
무시당함,누워서 천장만 바라보며 시간을 보냈어.
감정 회피,감정 회피이라는 감정을 이렇게 오래 느낀 건 처음이야.
감정 회피,나 요즘 감정 회피이 너무 심해서 병원 가볼까 고민 중이야.
감정 회피,자꾸 감정 회피에 잠식당하는 기분이야.
감정 회피,감정 회피이 쌓이고 쌓여서 이제는 무뎌진 것 같아.
감정 회피,괜찮다고 말하면서도 계속 감정 회피이 따라다녀.
감정 회피,진심으로 감정 회피이 나를 갉아먹는 느낌이야.
감정 회피,계속 감정 회피이 느껴져서 하루 종일 우울했어.
감정 회피,요즘 진짜 감정 회피 때문에 아무것도 손에 안 잡혀.
감정 회피,감정 회피이 너무 심해서 일도 못 하겠어.
감정 회피,겉으로는 멀쩡해 보여도 속은 완전 감정 회피이야.
감정 회피,하루 종일 기운이 없었어.
감정 회피,별일 없는데 자꾸 가라앉는 기분이 들어.
감정 회피,누가 뭐라고 한 것도 아닌데 속이 답답했어.
감정 회피,혼자 있으면 쓸쓸함이 밀려와.
감정 회피,그냥 이유 없이 지치고 힘들었어.
감정 회피,"내가 왜 이러는지 모르겠어, 그냥 힘들어."
감정 회피,마음이 복잡하고 어지러워.
감정 회피,괜히 눈물이 날 것 같은 하루였어.
감정 회피,대화를 해도 마음이 공허했어.
감정 회피,일상에 집중이 안 되고 멍했어.
감정 회피,친구한테 답장할 힘도 없었어.
감정 회피,샤워할 기운조차 없었어.
감정 회피,누워서 천장만 바라보며 시간을 보냈어.
감정 회피,밥도 거르고 그냥 멍하니 있었어.
감정 회피,핸드폰만 들여다보면서 시간을 보냈어.
감정 회피,하루 종일 창밖만 멍하니 바라봤어.
감정 회피,집안일 하나도 못 하고 시간을 흘려보냈어.
감정 회피,하루 종일 방 안에서 조용히 있었어.
감정 회피,오늘 아무것도 하지 않고 침대에만 누워 있었어.
감정 회피,거울 속 내 모습이 낯설게 느껴졌어.
우울 혼합,괜찮다고 말하면서도 계속 우울 혼합이 따라다녀.
우울 혼합,"말없이 눈물만 나, 아마 우울 혼합 때문일 거야."
우울 혼합,말은 못 했지만 속으로는 계속 우울 혼합하고 있었어.
우울 혼합,자꾸 우울 혼합에 잠식당하는 기분이야.
우울 혼합,우울 혼합이 너무 심해서 일도 못 하겠어.
우울 혼합,자고 일어나도 우울 혼합은 그대로야.
우울 혼합,하루 종일 우울 혼합 생각뿐이었어.
